Unnamed: 0,life_expectancy,male_life_expectancy,female_life_expectancy,healthcare_spending,GDP_per_capita,obesity_prevalence,carbon_emissions,schooling,physicians,sanitation_mortality_rate,urban_population,rural_population,sanitation_population_perct,unemployment_perct,mobile_cell_subs,GINI_index
12618,44.319,42.12,46.711,,264.982576420422,12.1,0.0652979519427969,,,,6.288,93.712,,11.8570003509521,0.0,
12619,42.166,39.888,44.668,,249.410606658391,12.5,0.0645182510746717,,0.04,,7.313,92.687,,11.9709997177124,0.0,
12620,14.098,13.071,15.663,,111.937304240527,12.9,0.0698089092506459,,,,8.49,91.51,,12.0240001678467,0.0,
12621,39.969,38.147,41.756,,227.4588428355,13.4,0.0808876967527282,,,,9.837,90.163,,11.8240003585815,0.0,
12622,40.698,39.2,42.153,,205.842129549077,13.8,0.0714763286779411,,,,11.374,88.626,,11.8540000915527,0.0,
12623,40.64,38.784,42.451,,241.505546522325,14.3,0.0665211722543582,,,,12.466,87.534,,11.8489999771118,0.0,
12624,41.681,39.662,43.651,,251.349680904,14.8,0.0644375079362372,,,,13.244,86.756,,11.9230003356934,0.063174027,
12625,44.616,43.38,45.794,,269.140883935276,15.3,0.0661707026841709,0.850660026073456,,,14.064,85.936,,11.9910001754761,0.137335421,
12626,47.129,45.902,48.281,22.92061234,254.942370752419,15.8,0.0665845539371262,1.31738996505737,,,14.926,85.074,,11.9359998703003,0.480888445,48.5
12627,49.021,47.849,50.11,22.36827278,238.997452600907,16.3,0.0680938737279365,1.70478999614716,,,15.829,84.171,,11.9399995803833,0.79037532,
12628,51.032,50.124,51.87,23.7145195,234.682357755411,16.8,0.0668871876379322,1.9868700504303,0.019,,16.777,83.223,,11.878999710083,0.984089688,
12629,53.368,52.672,54.007,53.8445816,249.434958260624,17.4,0.0641924049323259,2.40786004066467,,,16.904,83.096,,12.0310001373291,1.525678362,
12630,55.491,54.666,56.236,63.44293213,270.179320913252,17.9,0.0636953327568359,2.85110998153687,0.049,,16.908,83.092,,11.9440002441406,1.561343212,
12631,57.316,56.316,58.206,72.286026,324.866355005359,18.5,0.0609330592661432,3.02376008033752,0.024,,16.912,83.088,,11.9069995880127,2.470314799,52.0
12632,58.714,57.491,59.802,78.32714844,357.937834237632,19.1,0.059330754702386,3.90038990974426,,,16.917,83.083,,11.9010000228882,3.389414919,
12633,59.965,58.628,61.158,87.19694519,427.192399744184,19.6,0.0609041007478498,4.06429004669189,,,16.921,83.079,,11.9160003662109,6.66938775,
12634,61.134,59.582,62.523,92.60069275,529.261198153044,20.2,0.0572480301959013,4.37542009353638,0.052,,16.925,83.075,,11.8570003509521,13.52113618,
12635,61.958,60.349,63.403,99.58786774,564.68947486376,20.8,0.0587430727998907,5.26999998092651,0.055,,16.93,83.07,,11.9200000762939,24.18673448,
12636,62.54,60.738,64.181,109.15525818,593.802607489539,21.4,0.0582013987388202,5.92990016937256,0.055,,16.934,83.066,,11.8950004577637,34.42380763,47.2
12637,63.261,61.247,65.09,115.16606903,650.602628610861,22.0,0.0642908555290473,6.97880983352661,0.0129,,16.938,83.062,,11.8769998550415,42.03670781,
12638,64.009,61.946,65.873,120.69335938,705.759755829457,22.6,0.0691860601343095,6.78595018386841,,,16.943,83.057,,11.8579998016357,52.49608545,
12639,64.426,62.571,66.089,104.58293915,704.056289881296,23.2,0.0729640991757026,7.34873008728027,0.1021,,16.947,83.053,,11.9060001373291,60.25535633,45.1
12640,64.94,62.764,66.906,119.28153229,724.352174367351,23.8,0.0756479501301554,7.38607978820801,0.0909,,16.967,83.033,,11.8760004043579,68.14488903,
12641,65.298,63.219,67.16,120.0847168,733.441121804147,24.5,0.0841710444117759,7.61135005950928,0.1129,,17.004,82.996,,11.8280000686646,75.23533322,
12642,65.737,63.33,67.924,131.03234863,728.434489970531,25.1,0.097226534783456,7.66731977462769,0.1226,19.3,17.056,82.944,,11.8599996566772,74.77669748,43.7
12643,65.941,63.556,68.104,126.21435547,756.547641107379,,0.0972990247629653,7.37392997741699,0.1376,,17.125,82.875,,11.8800001144409,72.10934219,
12644,66.251,64.013,68.266,142.83555603,769.437310706602,,0.102938056651764,6.72571992874146,0.134,,17.211,82.789,,12.1000003814697,77.40789677,
12645,66.437,64.18,68.48,145.73892212,806.879981050775,,0.10362268340321,6.23539018630981,0.1182,,17.313,82.687,,12.4300003051758,75.25147588,
12646,66.774,64.358,68.996,,774.689259444614,,,7.26613998413086,,,17.432,82.568,,13.0100002288818,80.74026868,
12647,,,,,822.3479885942,,,7.26613712310791,,,17.568,82.432,,13.3149995803833,80.99152957,
12648,54.688,53.861,55.619,,,,,,0.441,,18.926,81.074,,,0.0,
12649,55.315,54.397,56.345,,,,,,,,18.986,81.014,,,,
12650,55.89,54.856,57.056,,,,,,,,19.061,80.939,,,,
12651,56.46,55.319,57.736,,,,,,,,19.141,80.859,,,,
12652,53.601,53.036,54.213,,,,,,,,19.221,80.779,,,,
12653,57.54,56.147,59.091,,,,,,,,19.301,80.699,,,0.0,
12654,57.922,56.453,59.552,,,,,,,,19.382,80.618,,,,
12655,58.553,56.964,60.314,,,,,,,,19.593,80.407,,,,
12656,59.076,57.374,60.983,,,,,,,,19.844,80.156,,,,
12657,59.64,57.804,61.719,,,,,,,,20.097,79.903,,,,
12658,60.18,58.232,62.403,,,,,0.951820015907288,0.35,,20.353,79.647,,,0.0,
12659,60.704,58.66,63.052,,,,,0.992160022258759,,,20.611,79.389,,,,
12660,61.23,59.068,63.728,,,,,,,,20.752,79.248,,,,
12661,61.747,59.449,64.421,,,,,1.61097002029419,,,20.832,79.168,,,,
12662,62.25,59.84,65.068,,,,,,,,20.912,79.088,,,,
12663,62.764,60.262,65.701,,,53.2,,1.68824994564056,,,20.992,79.008,,,0.0,
12664,63.214,60.616,66.282,,,54.0,,,,,21.073,78.927,,,0.0,
12665,63.642,60.953,66.833,,,54.7,,2.66236996650696,,,21.113,78.887,,,0.0,
12666,63.999,61.187,67.353,,,55.5,,2.74956011772156,,,21.133,78.867,,,0.0,
12667,64.39,61.513,67.827,,,56.2,,,,,21.153,78.847,,,0.0,
12668,64.748,61.819,68.249,,,56.9,,,0.361,,21.173,78.827,,,0.0,
12669,65.095,62.12,68.654,,,57.6,,3.72233009338379,0.404,,21.193,78.807,,,0.0,
12670,65.419,62.444,68.983,,726.37835407206,58.3,,,,,21.2,78.8,,,0.0,
12671,65.736,62.764,69.336,,670.061958351178,59.0,,3.10909008979797,,,21.2,78.8,,,0.0,
12672,66.048,63.139,69.608,,654.764294836391,59.6,,,,,21.2,78.8,,,0.0,
12673,66.347,63.461,69.926,,573.94844360375,60.3,,,,,21.2,78.8,,,0.0,
12674,66.623,63.778,70.201,,606.785373394526,61.0,,,0.28,,21.2,78.8,,,0.0,
12675,66.883,64.051,70.491,,669.856164616442,61.7,,,,,21.2,78.8,,,0.0,
12676,67.188,64.363,70.747,,794.35339927899,62.3,,,,,21.2,78.8,,,0.0,
12677,67.471,64.648,70.985,,731.976518085146,63.0,,,0.207,,21.2,78.8,,,0.0,
12678,67.658,64.894,71.049,,747.780848318875,63.7,0.535121829403161,,,,21.2,78.8,,,0.0,
12679,67.881,65.141,71.2,,744.495915390631,64.3,0.592764713902111,,,,21.2,78.8,,2.09999990463257,0.0,
12680,68.385,65.605,71.719,,779.174443680648,64.9,0.5889316191497,,0.365,,21.258,78.742,,2.38499999046326,0.0,
12681,68.701,65.929,72.006,,776.851911137018,65.6,0.64191594402493,,,,21.347,78.653,,2.63199996948242,0.0,
12682,68.98,66.204,72.273,,1277.23377164919,66.2,0.577677390284622,,,,21.436,78.564,,3.03999996185303,0.0,
12683,69.298,66.552,72.536,,1285.66700999362,66.8,0.686098500874776,,,,21.526,78.474,,3.18899989128113,0.0,
12684,69.588,66.85,72.797,,1414.20818309332,67.4,0.735656120375977,,0.344,,21.616,78.384,,3.47499990463257,0.0,
12685,69.875,67.146,73.057,,1598.91786234414,68.0,0.728115916053836,,,,21.705,78.295,,3.90899991989136,0.429028301,
12686,70.171,67.461,73.315,,1493.924235388,68.6,0.83155473016049,9.09257984161377,0.33,,21.796,78.204,,4.17999982833862,0.820467334,
12687,70.456,67.76,73.569,,1401.72666851288,69.2,0.823221430100268,11.7665596008301,0.6912,,21.886,78.114,,4.4850001335144,1.334716345,
12688,70.746,68.063,73.828,147.5020752,1406.76568300557,69.8,0.81518194861093,7.56382989883423,,,21.977,78.023,47.82975879,4.66400003433228,1.358636581,
12689,71.019,68.349,74.071,145.45753479,1435.3451812614,70.4,0.862394221958713,,,,22.068,77.932,47.81901745,4.96000003814697,1.347490972,
12690,71.276,68.615,74.309,181.24261475,1509.90528758949,71.0,0.910893220747677,,,,21.941,78.059,47.83400776,5.09899997711182,1.446712747,40.7
12691,71.496,68.845,74.497,178.3132782,1778.85571815381,71.5,0.90695690241218,,0.2817,,21.698,78.302,47.86268697,5.15899991989136,5.601792574,
12692,71.696,69.036,74.694,203.49536133,2168.03880727484,72.1,1.01024600881474,,,,21.457,78.543,47.89112982,5.21999979019165,8.507334918,
12693,71.754,69.136,74.686,234.87591553,2527.76283841797,72.6,1.11331414250151,,0.2782,,21.218,78.782,48.06377249,5.29699993133545,12.7235906,
12694,72.021,69.385,74.964,249.29309082,2639.80566895345,73.1,1.05608331958787,,,,20.981,79.019,48.23681677,5.42600011825562,24.02589516,
12695,72.1,69.481,75.014,267.19021606,3011.10080866752,73.6,1.04999004074083,,,,20.75,79.25,48.40977357,5.35900020599365,45.14957108,
12696,72.155,69.55,75.042,269.13284302,3344.05455878019,74.1,0.886400026008744,,0.4637,,20.524,79.476,48.33979685,5.58400011062622,,42.0
12697,70.066,67.844,72.494,300.58206177,3250.95309678248,74.5,0.931792806314226,,,,20.3,79.7,48.27012427,5.83599996566772,,
12698,72.249,69.702,75.048,283.70150757,3494.34152393974,75.0,0.976000645269037,,0.3443,,20.078,79.922,48.20075591,5.73099994659424,46.23161009,
12699,72.26,69.77,74.983,307.56402588,3789.66667899642,75.4,1.01858408146754,,,,19.857,80.143,48.13180091,5.67999982833862,,
12700,72.167,69.709,74.848,278.37872314,3902.39170055714,75.9,1.00946883255048,,,,19.624,80.376,48.06493129,8.75,50.62587067,
12701,72.391,69.916,75.099,355.02587891,3989.86017401682,76.3,1.00030510795909,,0.4824,,19.385,80.615,47.99940824,8.66100025177002,49.95873741,38.7
12702,72.463,70.015,75.142,367.9239502,3948.80112799601,76.8,1.0408560468459,,,,19.149,80.851,47.9340833,8.72000026702881,52.79816809,
12703,72.515,70.077,75.188,337.28143311,4048.51387550813,77.2,1.17894982406916,,,,18.914,81.086,47.86920748,8.76299953460693,59.20145797,
12704,72.54,70.107,75.215,343.27423096,4105.83446840571,77.6,1.4595415673575,,0.3445,1.5,18.681,81.319,47.80464214,8.81900024414063,73.46748142,
12705,72.59,70.158,75.27,361.2203064,4261.65378900332,,1.49304051622687,13.684760093689,,,18.452,81.548,47.74011009,9.39999961853027,59.82324327,
12706,72.636,70.211,75.314,354.65246582,4188.98853207466,,1.38292135781589,14.6420497894287,,,18.243,81.757,47.6734285,9.47200012207031,47.68694475,
12707,72.157,69.767,74.805,433.19247437,4308.27275342784,,1.4157288026282,14.0235500335693,,,18.056,81.944,47.69878833,9.14700031280518,39.6404049,
12708,72.768,70.341,75.459,,4042.75122353237,,,17.2077407836914,0.5998,,17.889,82.111,47.72143687,9.79300022125244,32.10362492,
12709,,,,,3857.31846401804,,,18.5357303619385,,,17.742,82.258,,9.90999984741211,,
12710,,,,,,,,,,,48.9,51.1,,,,
12711,,,,,,,,,,,50.001,49.999,,,,
12712,,,,,,,,,,,51.104,48.896,,,,
12713,,,,,,,,,,,52.206,47.794,,,,
12714,,,,,,,,,,,53.307,46.693,,,,
12715,,,,,,,,,,,54.402,45.598,,,,
12716,,,,,,,,,,,55.494,44.506,,,,
12717,,,,,,,,,,,56.581,43.419,,,,
12718,,,,,,,,,,,57.663,42.337,,,,
12719,,,,,,,,,,,58.735,41.265,,,,
12720,,,,,,,,,,,59.8,40.2,,,,
12721,,,,,,,,,,,62.281,37.719,,,,
12722,,,,,,,,,,,64.703,35.297,,,,
12723,,,,,,,,,,,67.046,32.954,,,,
12724,,,,,,,,,,,69.309,30.691,,,,
12725,,,,,,,,,,,71.484,28.516,,,,
12726,,,,,,,,,,,73.566,26.434,,,,
12727,,,,,,,,,,,75.615,24.385,,,,
12728,,,,,,,,,,,77.604,22.396,,,,
12729,,,,,,,,,,,79.475,20.525,,,,
12730,,,,,,,,,2.06,,81.231,18.769,,,,
12731,,,,,,,,,2.218,,82.864,17.136,,,,
12732,,,,,,,,,2.181,,84.384,15.616,,,,
12733,,,,,,,,,2.247,,85.792,14.208,,,,
12734,,,,,,,,,2.166,,87.095,12.905,,,,
12735,,,,,,,,,2.287,,88.291,11.709,,,,
12736,,,,,,,,,2.399,,89.392,10.608,,,,
12737,,,,,,,,,2.519,,90.4,9.59999999999999,,,,
12738,,,,,,,,,2.538,,90.4,9.59999999999999,,,,
12739,,,,,,,,,2.423,,90.4,9.59999999999999,,,,
12740,,,,,,,,,,,90.4,9.59999999999999,,,0.0,
12741,,,,,,,,,,,90.4,9.59999999999999,,,,
12742,,,,,,,,,,,90.4,9.59999999999999,,,3.780241935,
12743,,,,,,,,,,,90.839,9.161,,,5.375899429,
12744,,,,,,,,,,,91.261,8.739,,,7.744039128,
12745,,,,,,,,,,,91.664,8.336,,,9.40287712,
12746,,,,,,,,,,,92.052,7.94799999999999,,,9.031107589,
12747,,,,,,,,,,,92.422,7.578,,,9.18112205,
12748,,,,,,,,,,,92.776,7.224,,,19.15605647,
12749,,,,,42004.9484008147,,,,,,93.115,6.88500000000001,,,36.28238146,
12750,,,,2827.89355469,37473.7869829611,,,,,,93.44,6.56,70.3715,,54.06926891,
12751,,,,2989.59741211,39415.1629432165,,,,,,93.75,6.25,70.3715,,57.9967808,
12752,,,,2761.0793457,41770.1466183714,,,,,,93.925,6.075,70.3715,,59.91991133,
12753,,,,2564.66186523,51198.4252583966,,,,,,93.975,6.02500000000001,70.3715,,59.08884305,
12754,,,,2689.65454102,59249.6476815729,,,,,,94.155,5.845,70.3715,,58.72546661,
12755,,,,2776.40332031,60520.7920361111,,,,,,94.453,5.547,70.3715,,58.11983191,
12756,,,,3059.21069336,63692.6167681957,,,,,,94.736,5.264,70.3715,,58.04599619,
12757,,,,3332.51098633,71970.0587250442,,,,,,95.007,4.99299999999999,70.3715,,57.61885948,
12758,,,,3710.64013672,77962.1439875871,,,,,,95.264,4.736,70.3715,,79.48534202,
12759,,,,3843.47729492,66200.6729727817,,,,,,95.508,4.492,70.3715,,96.42305216,
12760,,,,3756.22412109,59517.0327429747,,,,,,95.74,4.26000000000001,70.3715,,96.76980511,
12761,,,,3853.5546875,55816.3651012268,,,,4.8896,,95.961,4.039,70.3715,,109.1365091,
12762,,,,3916.24487305,48435.9425314096,,,,5.109,,96.171,3.82899999999999,70.3715,,108.656284,
12763,,,,3840.25512695,50438.3900153695,,,,5.0307,,96.37,3.63,70.3715,,110.5002253,
12764,,,,3744.2746582,50135.484581721,,,,6.1094,,96.559,3.441,70.3715,,112.6119381,
12765,,,,3467.57788086,42281.643467688,,,,,,96.739,3.261,70.3715,,109.0974084,
12766,,,,3867.32568359,43399.4583004844,,,,,,96.91,3.09,70.3715,,108.0865402,
12767,,,,4251.63671875,44885.7971428807,,,,,,97.072,2.928,70.3715,,111.5809255,
12768,,,,4221.50585938,48462.960315443,,,43.5217895507813,,,97.226,2.774,70.3715,,112.7181169,
12769,,,,4057.16186523,47287.3983949924,,,49.6796684265137,,,97.368,2.63200000000001,70.3715,,113.3770262,
12770,,,,,45320.2087156066,,,53.75,,,97.499,2.501,70.3715,,114.6822713,
12771,,,,,,,,56.7039108276367,,,97.62,2.38,,,118.5325668,
12772,43.04,41.648,44.739,,,,,,0.3,,16.073,83.927,,,0.0,
12773,44.359,42.835,46.258,,,,,,,,16.805,83.195,,,,
12774,45.861,44.141,48.04,,,,,,,,17.969,82.031,,,,
12775,46.094,45.026,47.322,,,,,,,,19.194,80.806,,,,
12776,47.161,46.355,48.026,,,,,,,,20.484,79.516,,,,
12777,49.022,47.847,50.357,,,,,,,,21.833,78.167,,,0.0,
12778,51.56,49.886,53.498,,,,,,,,23.247,76.753,,,,
12779,54.066,52.496,55.809,,,,,,,,24.724,75.276,,,,
12780,54.916,53.202,56.821,,,,,,,,26.264,73.736,,,,
12781,55.08,53.229,57.138,,,,,,,,27.861,72.139,,,,
12782,56.516,54.341,58.928,,,,,,0.233,,29.518,70.482,,,0.0,
12783,56.841,54.397,59.574,,,,,,,,30.205,69.795,,,,
12784,57.349,55.127,59.795,,,,,,,,30.561,69.439,,,,
12785,57.941,55.781,60.3,,,,,,,,30.917,69.083,,,,
12786,58.042,56.1,60.126,,,,,,,,31.277,68.723,,,,
12787,58.263,56.516,60.112,,,11.4,,,,,31.639,68.361,,,0.0,
12788,58.576,56.831,60.415,,,11.7,,,,,32.004,67.996,,,0.0,
12789,58.83,57.156,60.582,,,12.1,,,,,32.37,67.63,,,0.0,
12790,59.325,57.71,61.007,,,12.4,,,,,32.738,67.262,,,0.0,
12791,59.714,58.385,61.072,,,12.8,,,,,33.109,66.891,,,0.0,
12792,59.739,58.309,61.211,,,13.1,,,0.438,,33.482,66.518,,,0.0,
12793,59.487,57.94,61.091,,,13.5,,,0.419,,33.857,66.143,,,0.0,
12794,59.558,57.867,61.313,,,13.9,,,,,34.826,65.174,,,0.0,
12795,59.432,57.625,61.319,,,14.3,,,0.537,,35.887,64.113,,,0.0,
12796,59.487,57.521,61.552,,,14.7,,,,,36.963,63.037,,,0.0,
12797,59.811,58.385,61.278,,,15.2,,,,,38.049,61.951,,,0.0,
12798,57.527,56.163,58.944,,,15.7,,,,,39.149,60.851,,,0.0,
12799,61.017,59.443,62.643,,,16.2,,,,,40.26,59.74,,,0.0,
12800,61.334,59.597,63.141,,,16.8,,,,,41.382,58.618,,,0.0,
12801,60.158,58.383,62.018,,,17.4,,,0.546,,42.511,57.489,,,0.0,
12802,61.471,59.506,63.536,,,17.9,0.415479088937454,,0.53,,43.648,56.352,,,0.0,
12803,61.429,59.392,63.571,,,18.5,0.406226641968087,,,,44.793,55.207,,14.5150003433228,0.0,
12804,61.284,59.168,63.513,,,19.1,0.318349675283331,,0.328,,45.764,54.236,,14.5190000534058,0.0,
12805,61.138,58.954,63.441,,,19.8,0.31205629495561,,,,46.717,53.283,,14.4949998855591,0.0,
12806,61.069,58.876,63.384,,,20.4,0.382655013545988,,,,47.673,52.327,,14.4499998092651,0.0,
12807,61.056,58.904,63.321,,,21.0,0.375722326172066,,,,48.631,51.369,,14.4420003890991,0.0,
12808,61.097,58.991,63.309,,,21.7,0.369243493929637,,0.467,,49.592,50.408,,14.4409999847412,0.0,
12809,61.181,59.127,63.331,,,22.4,0.36322426919277,,,,50.55,49.45,,14.4399995803833,0.0,
12810,61.187,59.069,63.408,,,23.1,0.357679376207168,,,,51.509,48.491,,14.3780002593994,0.0,
12811,61.393,59.46,63.405,,,23.8,0.352589416676069,,,,52.467,47.533,,14.3599996566772,0.0,
12812,61.655,59.931,63.43,188.09107971,,24.5,0.347913216527269,,,,53.424,46.576,12.65635366,14.3999996185303,0.0,32.1
12813,62.032,60.362,63.739,199.35377502,519.2961115648,25.2,0.341861641756348,,,,54.377,45.623,13.72840075,15.7299995422363,0.0,
12814,62.6,60.838,64.403,200.54043579,568.411237014192,25.9,0.400424440966728,,,,55.555,44.445,14.81867034,17.6299991607666,1.321400685,
12815,63.166,61.34,65.037,252.48013306,663.919456466972,26.6,0.455249023152815,,,,56.766,43.234,15.91375321,16.3600006103516,3.134064333,
12816,63.731,61.62,65.923,247.8621521,726.599501747635,27.3,0.443889232502985,,0.527,,57.972,42.028,17.01092157,16.1200008392334,4.911317273,
12817,63.709,61.463,66.06,259.1413269,843.952713218911,28.0,0.494804541142137,,,,59.165,40.835,18.07229649,16.4699993133545,7.392998516,
12818,64.398,62.051,66.871,203.97993469,861.521178192284,28.7,0.482727399075943,,,,60.348,39.652,19.14245417,16.6499996185303,11.11721225,
12819,64.724,62.557,66.993,207.52359009,878.13255075947,29.4,0.471017682074013,,,,61.52,38.48,20.22075438,16.3150005340576,17.72145191,
12820,65.079,62.79,67.496,193.65061951,1080.55671474706,30.1,0.517229509530118,,,,62.68,37.32,21.30656861,15.6169996261597,29.051631,
12821,65.116,62.645,67.765,196.7003479,1054.41291976028,30.7,0.505254668419781,3.96040010452271,,,63.823,36.177,22.39898353,15.2580003738403,45.37691997,
12822,65.249,62.86,67.812,196.93511963,1079.68965436787,31.4,0.549034256937685,4.33233022689819,,,64.952,35.048,23.49769521,14.585000038147,56.40228837,30.8
12823,64.902,62.699,67.27,202.49617004,1244.27162469378,32.1,0.537507264357442,3.85413002967834,,,66.064,33.936,24.60197624,14.1049995422363,61.83375976,
12824,65.746,63.146,68.601,191.34030151,1319.90083269011,32.7,0.631831665917899,8.24915981292725,,,67.16,32.84,25.71140334,13.5900001525879,64.32678334,
12825,66.328,63.864,69.034,263.43014526,1551.19290457442,33.4,0.61933244898399,,,,68.208,31.792,26.82325371,13.6169996261597,64.68359853,
12826,66.845,64.119,69.895,256.9666748,1754.6004708083,34.1,0.607604152558221,9.7244701385498,,,69.213,30.787,27.93752832,13.6400003433228,65.06427946,
12827,67.249,64.649,70.16,204.94856262,1571.4985399244,34.7,0.596646831396507,13.3845195770264,0.3159,,70.174,29.826,29.05384394,13.7799997329712,91.96863626,
12828,67.492,64.93,70.376,250.12271118,1688.37530288509,35.4,0.635286735367039,18.1005401611328,,11.4,71.092,28.908,30.17199252,13.83899974823,87.00838579,
12829,68.267,65.532,71.377,253.0030365,1805.52465051182,,0.672960452018141,,,,71.968,28.032,31.29180774,13.91100025177,83.62158473,40.7
12830,68.355,65.653,71.445,236.89698792,1950.62935180937,,0.662427135835633,,,,72.803,27.197,32.41314828,13.9980001449585,76.9409115,
12831,68.523,65.831,71.62,226.80825806,1991.73826385183,,0.698978121801425,,0.4884,,73.598,26.402,33.53591118,14.0780000686646,77.24220523,
12832,67.785,65.16,70.878,,2161.31019577016,,,,,,74.354,25.646,34.66002275,15.4429998397827,79.67535824,
12833,,,,,2360.54355385897,,,,,,75.073,24.927,,15.3400001525879,84.81983981,
12834,45.94,44.483,47.506,,,,,,0.061,,31.25,68.75,,,,
12835,46.484,45.04,48.034,,,,,,,,32.373,67.627,,,,
12836,47.1,45.615,48.698,,,,,,,,33.518,66.482,,,,
12837,47.609,46.13,49.204,,,,,,,,35.011,64.989,,,,
12838,48.148,46.655,49.764,,,,,,,,36.872,63.128,,,,
12839,48.782,47.368,50.309,,,,,,0.106,,38.769,61.231,,,,
12840,49.343,47.827,50.997,,,,,,,,40.702,59.298,,,,
12841,50.053,48.527,51.723,,,,,,,,42.665,57.335,,,,
12842,50.915,49.4,52.578,,747.206073728801,,,,,,44.654,55.346,,,,
12843,51.816,50.347,53.432,,767.476157091721,,,,,,46.655,53.345,,,,
12844,52.715,51.275,54.304,,880.62572042775,,,,0.134,,48.669,51.331,,,,
12845,53.773,52.342,55.361,,1123.22141913792,,,1.60915005207062,,,50.688,49.312,,,,
12846,54.792,53.362,56.393,,1437.19426817152,,,1.71738004684448,,,52.707,47.293,,,,
12847,55.932,54.497,57.555,,2108.61917651778,,,1.96508002281189,,,54.712,45.288,,,,
12848,57.017,55.627,58.601,,6068.40856543165,,,2.46271991729736,,,56.704,43.296,,,,
12849,58.068,56.738,59.593,,5922.51258382191,38.1,,3.12393999099731,,,58.349,41.651,,,,
12850,58.966,57.608,60.557,,7693.39419912413,39.4,,3.99111008644104,,,59.897,40.103,,,,
12851,59.947,58.685,61.436,,8473.61596604053,40.6,,4.66667985916138,,,61.421,38.579,,,,
12852,60.872,59.483,62.553,,8714.52956540277,41.8,,5.9526801109314,,,62.925,37.075,,,,
12853,61.697,60.364,63.326,,11553.3674159777,43.0,,6.11667013168335,,,64.405,35.595,,,,
12854,62.698,61.346,64.367,,16176.4008507923,44.1,,6.51360988616943,,,65.86,34.14,,,,
12855,63.472,62.145,65.133,,17258.6858199995,45.3,,7.34784984588623,0.55,,67.281,32.719,,,,
12856,64.304,63.082,65.839,,13680.643250459,46.3,,7.65123987197876,,,68.673,31.327,,,,
12857,65.053,63.831,66.611,,10997.0527911624,47.4,,8.2442798614502,,,70.033,29.967,,,,
12858,65.689,64.448,67.299,,9717.41762534276,48.4,,8.2783899307251,,,71.36,28.64,,,,
12859,66.33,65.085,67.968,,8060.19535009628,49.5,,9.23425960540771,,,72.647,27.353,,,,
12860,66.921,65.683,68.577,,6449.58556001718,50.4,,9.81013965606689,1.346,,73.9,26.1,,,,
12861,67.4,66.1,69.187,,6082.12706524817,51.3,,9.27600955963135,,,74.589,25.411,,,,
12862,67.972,66.679,69.778,,5998.22424652278,52.2,,,,,75.267,24.733,,,,
12863,68.491,67.166,70.383,,6210.05296296537,53.1,,8.75006008148193,,,75.93,24.07,,,,
12864,68.948,67.724,70.712,,7349.70407261908,53.9,10.7099367856931,9.54123973846436,1.433,,76.583,23.417,,,0.092791133,
12865,69.366,68.065,71.301,,7939.2985015573,54.7,11.2841891175576,10.3849201202393,,,77.223,22.777,,7.07000017166138,0.092054437,
12866,69.925,68.639,71.876,,7932.70645303847,55.4,11.6912162533598,11.3507204055786,,,77.851,22.149,,7.19999980926514,0.091590067,
12867,70.303,69.082,72.171,,7450.65934446164,56.1,11.3893729406631,13.7163896560669,1.335,,78.186,21.814,,6.85400009155273,0.089149328,
12868,70.705,69.419,72.686,,7359.44904990217,56.9,11.2350448029806,14.5134201049805,,,78.429,21.571,,6.40999984741211,0.086887032,
12869,71.011,69.825,72.806,,7588.7617944161,57.6,10.8439594836257,16.7804698944092,,,78.67,21.33,,5.99399995803833,0.084748378,
12870,71.273,69.992,73.225,,8174.14270917232,58.3,11.2131303618495,17.5778198242188,,,78.91,21.09,,5.54899978637695,0.982654552,
12871,71.483,70.207,73.407,,8323.82482334845,59.0,11.0375082184473,17.3227996826172,1.66,,79.147,20.853,,5.14699983596802,1.665471568,
12872,71.879,70.719,73.577,,7169.36986349547,59.7,11.4250377822434,17.5053195953369,,,79.383,20.617,,4.71299982070923,3.064200995,
12873,72.136,70.811,74.082,,7697.26687628453,60.4,11.4004700694823,20.9718494415283,,,79.616,20.384,,4.34999990463257,3.982111086,
12874,72.467,71.128,74.394,1679.69445801,8795.26133853489,61.0,11.5865541023762,22.3213691711426,0.7235,,79.848,20.152,37.28527113,4.57000017166138,6.385371964,
12875,72.974,71.774,74.62,1750.82067871,8337.32055071504,61.5,11.504610016631,23.8276901245117,0.6822,,80.077,19.923,37.28527113,4.61999988555908,11.44909956,
12876,73.337,72.128,74.94,1600.61364746,8380.95929549098,62.0,12.0339922155873,23.472620010376,,,80.304,19.696,37.28527113,5.26999998092651,22.13620269,
12877,73.628,72.388,75.22,1649.01245117,9321.8038741016,62.5,12.3032209824663,26.9134693145752,,,80.53,19.47,38.49665054,5.55999994277954,31.26548242,
12878,74.153,72.728,75.953,1598.52990723,10935.0165904482,63.0,12.6740109905565,28.7096290588379,,,80.754,19.246,39.70802996,5.82000017166138,38.77879493,
12879,74.588,73.269,76.211,1612.2824707,13462.763048545,63.6,12.9229694697128,29.5427303314209,,,80.979,19.021,40.91940937,6.05000019073486,58.05554012,
12880,74.81,73.526,76.425,1757.22436523,14848.602058303,64.1,13.2152117724042,30.3310394287109,,,81.204,18.796,42.13078879,6.25,77.61139698,
12881,75.046,73.829,76.61,1759.55932617,15756.1936225077,64.7,13.4325409736516,30.411060333252,,,81.427,18.573,43.3421682,5.73000001907349,107.5754805,
